,Well,Sample,SampleType,Ct,WormNumber,Line,Strain,Species,start,passage,days.on.plate,inf
1,E12,FCY1,strip,Inf,1,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
2,F1,FCY1,strip,Inf,1,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
3,F2,FCY1,strip,Inf,1,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
4,F3,FCY1,strip,Inf,2,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
5,F4,FCY1,strip,Inf,2,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
6,F5,FCY1,strip,Inf,2,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
7,F6,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
8,F7,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
9,F8,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
10,F9,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
11,F10,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
12,F11,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
13,F12,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
14,G1,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
15,G2,FCY1,strip,Inf,3,FCY1,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
16,G3,FCY14,strip,Inf,0,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
17,G4,FCY14,strip,35.6936,1,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
18,G5,FCY14,strip,Inf,1,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
19,G6,FCY14,strip,Inf,1,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
20,G7,FCY14,strip,Inf,2,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
21,G8,FCY14,strip,Inf,2,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
22,G9,FCY14,strip,Inf,2,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
23,G10,FCY14,strip,35.978,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
24,G11,FCY14,strip,27.6087,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
25,G12,FCY14,strip,Inf,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
26,H1,FCY14,strip,21.4261,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
27,H2,FCY14,strip,30.1248,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
28,H3,FCY14,strip,19.6856,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
29,H4,FCY14,strip,34.8018,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
30,H5,FCY14,strip,Inf,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
31,H6,FCY14,strip,35.0302,3,FCY14,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
32,A2,FCY13,strip,Inf,0,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
33,A3,FCY13,strip,Inf,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
34,A4,FCY11,strip,Inf,0,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
35,A5,FCY11,strip,36,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
36,A6,FCY2,strip,Inf,0,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
37,A7,FCY2,strip,18.4863,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
38,A8,FCY7,strip,Inf,0,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
39,A9,FCY7,strip,Inf,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
40,A10,FCY24,strip,Inf,0,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
41,A11,FCY24,strip,Inf,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
42,A12,FCY5,strip,Inf,0,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
43,B2,FCY13,strip,Inf,1,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
44,B3,FCY13,strip,Inf,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
45,B4,FCY11,strip,Inf,1,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
46,B5,FCY11,strip,Inf,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
47,B6,FCY2,strip,21.8606,1,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
48,B7,FCY2,strip,18.531,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
49,B8,FCY7,strip,Inf,1,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
50,B9,FCY7,strip,Inf,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
51,B10,FCY24,strip,28.2608,1,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
52,B11,FCY24,strip,35.7648,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
53,B12,FCY5,strip,Inf,1,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
54,C2,FCY13,strip,Inf,1,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
55,C3,FCY13,strip,25.6815,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
56,C4,FCY11,strip,Inf,1,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
57,C5,FCY11,strip,Inf,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
58,C6,FCY2,strip,19.7089,1,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
59,C7,FCY2,strip,19.7309,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
60,C8,FCY7,strip,Inf,1,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
61,C9,FCY7,strip,Inf,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
62,C10,FCY24,strip,Inf,1,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
63,C11,FCY24,strip,Inf,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
64,C12,FCY5,strip,Inf,1,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
65,D2,FCY13,strip,Inf,1,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
66,D3,FCY13,strip,Inf,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
67,D4,FCY11,strip,Inf,1,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
68,D5,FCY11,strip,Inf,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
69,D6,FCY2,strip,31.0604,1,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
70,D7,FCY2,strip,17.8447,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
71,D8,FCY7,strip,Inf,1,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
72,D9,FCY7,strip,Inf,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
73,D10,FCY24,strip,Inf,1,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
74,D11,FCY24,strip,17.4476,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
75,D12,FCY5,strip,35.7687,1,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
76,E2,FCY13,strip,Inf,2,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
77,E3,FCY13,strip,Inf,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
78,E4,FCY11,strip,Inf,2,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
79,E5,FCY11,strip,33.6001,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
80,E6,FCY2,strip,25.8574,2,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
81,E7,FCY2,strip,20.4923,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
82,E8,FCY7,strip,24.9489,2,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
83,E9,FCY7,strip,17.7823,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
84,E10,FCY24,strip,35.6577,2,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
85,E11,FCY24,strip,29.8763,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
86,E12,FCY5,strip,Inf,2,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
87,F2,FCY13,strip,Inf,2,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
88,F3,FCY13,strip,34.6134,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
89,F4,FCY11,strip,Inf,2,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
90,F5,FCY11,strip,32.2518,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
91,F6,FCY2,strip,24.3394,2,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
92,F7,FCY2,strip,18.2809,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
93,F8,FCY7,strip,Inf,2,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
94,F9,FCY7,strip,20.4029,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
95,F10,FCY24,strip,Inf,2,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
96,F11,FCY24,strip,Inf,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
97,F12,FCY5,strip,Inf,2,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
98,G2,FCY13,strip,Inf,2,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
99,G3,FCY13,strip,Inf,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
100,G4,FCY11,strip,Inf,2,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
101,G5,FCY11,strip,27.234,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
102,G6,FCY2,strip,18.0706,2,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
103,G7,FCY2,strip,14.8117,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
104,G8,FCY7,strip,Inf,2,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
105,G9,FCY7,strip,Inf,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
106,G10,FCY24,strip,Inf,2,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
107,G11,FCY24,strip,Inf,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
108,G12,FCY5,strip,Inf,2,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
109,H2,FCY13,strip,Inf,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
110,H3,FCY13,strip,Inf,3,FCY13,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
111,H4,FCY11,strip,Inf,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
112,H5,FCY11,strip,Inf,3,FCY11,JU1873,wallacei,5/10/2022 14:00,5/16/2022 9:00,5.791666667,0
113,H6,FCY2,strip,27.2254,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
114,H7,FCY2,strip,17.3836,3,FCY2,JU1580,elegans,5/10/2022 14:00,5/16/2022 9:00,5.791666667,1
115,H8,FCY7,strip,Inf,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
116,H9,FCY7,strip,18.8013,3,FCY7,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
117,H10,FCY24,strip,22.1865,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
118,H11,FCY24,strip,Inf,3,FCY24,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
119,H12,FCY5,strip,Inf,3,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
120,A2,FCY5,strip,30.5566,3,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
121,A3,FCY12,strip,Inf,0,FCY12,JU1873,wallacei,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
122,A4,FCY12,strip,Inf,3,FCY12,JU1873,wallacei,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
123,A5,FCY9,strip,Inf,0,FCY9,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
124,A6,FCY9,strip,36,3,FCY9,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
125,A7,FCY10,strip,Inf,0,FCY10,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
126,A8,FCY10,strip,Inf,3,FCY10,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
127,A9,FCY23,strip,Inf,0,FCY23,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
128,A10,FCY23,strip,Inf,3,FCY23,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
129,A11,FCY8,strip,Inf,0,FCY8,JU4093,sp.66,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
130,A12,FCY8,strip,Inf,3,FCY8,JU4093,sp.66,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
131,B2,FCY5,strip,Inf,3,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
132,B3,FCY12,strip,Inf,1,FCY12,JU1873,wallacei,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
133,B4,FCY12,strip,35.9384,3,FCY12,JU1873,wallacei,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
134,B5,FCY9,strip,Inf,1,FCY9,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
135,B6,FCY9,strip,Inf,3,FCY9,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
136,B7,FCY10,strip,Inf,1,FCY10,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
137,B8,FCY10,strip,Inf,3,FCY10,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
138,B9,FCY23,strip,Inf,1,FCY23,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
139,B10,FCY23,strip,Inf,3,FCY23,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
140,B11,FCY8,strip,20.1875,1,FCY8,JU4093,sp.66,5/10/2022 14:00,5/17/2022 12:15,6.927083333,1
141,B12,FCY8,strip,Inf,3,FCY8,JU4093,sp.66,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
142,C2,FCY5,strip,33.4597,3,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
143,C3,FCY12,strip,Inf,1,FCY12,JU1873,wallacei,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
144,C4,FCY12,strip,Inf,3,FCY12,JU1873,wallacei,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
145,C5,FCY9,strip,34.1475,1,FCY9,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
146,C6,FCY9,strip,Inf,3,FCY9,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
147,C7,FCY10,strip,Inf,1,FCY10,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
148,C8,FCY10,strip,Inf,3,FCY10,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
149,C9,FCY23,strip,Inf,1,FCY23,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
150,C10,FCY23,strip,Inf,3,FCY23,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
151,C11,FCY8,strip,Inf,1,FCY8,JU4093,sp.66,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
152,C12,FCY8,strip,31.4081,3,FCY8,JU4093,sp.66,5/10/2022 14:00,5/17/2022 12:15,6.927083333,1
153,D2,FCY5,strip,35.5846,3,FCY5,ZF1092,sp.25,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
154,D3,FCY12,strip,Inf,1,FCY12,JU1873,wallacei,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
155,D4,FCY12,strip,35.7333,3,FCY12,JU1873,wallacei,5/10/2022 14:00,5/17/2022 8:20,6.763888889,1
156,D5,FCY9,strip,Inf,1,FCY9,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
157,D6,FCY9,strip,Inf,3,FCY9,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
158,D7,FCY10,strip,Inf,1,FCY10,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
159,D8,FCY10,strip,Inf,3,FCY10,JU4093,sp.66,5/10/2022 14:00,5/17/2022 8:20,6.763888889,0
160,D9,FCY23,strip,34.6761,1,FCY23,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 12:15,6.927083333,1
161,D10,FCY23,strip,Inf,3,FCY23,JU1857,macrosperma,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
162,D11,FCY8,strip,Inf,1,FCY8,JU4093,sp.66,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
163,D12,FCY8,strip,Inf,3,FCY8,JU4093,sp.66,5/10/2022 14:00,5/17/2022 12:15,6.927083333,0
